h;s;l;emotion
199;96;58;удивление
200;96;58;удивление
290;96;58;удивление
291;96;58;удивление
292;96;58;удивление
293;96;58;удивление
294;96;58;удивление
295;96;58;удивление
296;96;58;удивление
297;96;58;удивление
298;96;58;удивление
299;96;58;удивление
300;96;58;удивление
301;96;58;удивление
302;96;58;удивление
303;96;58;удивление
304;96;58;удивление
305;96;58;удивление
306;96;58;удивление
307;96;58;удивление
308;96;58;удивление
309;96;58;удивление
310;96;58;удивление
311;96;58;удивление
312;96;58;удивление
313;96;58;удивление
314;96;58;удивление
315;96;58;удивление
316;96;58;удивление
317;96;58;удивление
318;96;58;удивление
319;96;58;удивление
320;96;58;удивление
150;94;56;удивление
151;94;56;удивление
152;94;56;удивление
153;94;56;удивление
154;94;56;удивление
155;94;56;удивление
156;94;56;удивление
157;94;56;удивление
158;94;56;удивление
159;94;56;удивление
160;94;56;удивление
161;94;56;удивление
162;94;56;удивление
163;94;56;удивление
164;94;56;удивление
165;94;56;удивление
166;94;56;удивление
167;94;56;удивление
168;94;56;удивление
169;94;56;удивление
170;94;56;удивление
171;94;56;удивление
172;94;56;удивление
173;94;56;удивление
174;94;56;удивление
175;94;56;удивление
176;94;56;удивление
177;94;56;удивление
178;94;56;удивление
179;94;56;удивление
180;94;56;удивление
181;94;56;удивление
182;94;56;удивление
183;94;56;удивление
184;94;56;удивление
185;94;56;удивление
186;94;56;удивление
187;94;56;удивление
188;94;56;удивление
189;94;56;удивление
190;94;56;удивление
191;94;56;удивление
192;94;56;удивление
193;94;56;удивление
194;94;56;удивление
195;94;56;удивление
196;94;56;удивление
197;94;56;удивление
198;94;56;удивление
199;94;56;удивление
200;94;56;удивление
290;94;56;удивление
291;94;56;удивление
292;94;56;удивление
293;94;56;удивление
294;94;56;удивление
295;94;56;удивление
296;94;56;удивление
297;94;56;удивление
298;94;56;удивление
299;94;56;удивление
300;94;56;удивление
301;94;56;удивление
302;94;56;удивление
303;94;56;удивление
304;94;56;удивление
305;94;56;удивление
306;94;56;удивление
307;94;56;удивление
308;94;56;удивление
309;94;56;удивление
310;94;56;удивление
311;94;56;удивление
312;94;56;удивление
313;94;56;удивление
314;94;56;удивление
315;94;56;удивление
316;94;56;удивление
317;94;56;удивление
318;94;56;удивление
319;94;56;удивление
320;94;56;удивление
150;96;54;удивление
151;96;54;удивление
152;96;54;удивление
153;96;54;удивление
154;96;54;удивление
155;96;54;удивление
156;96;54;удивление
157;96;54;удивление
158;96;54;удивление
159;96;54;удивление
160;96;54;удивление
161;96;54;удивление
162;96;54;удивление
163;96;54;удивление
164;96;54;удивление
165;96;54;удивление
166;96;54;удивление
167;96;54;удивление
168;96;54;удивление
169;96;54;удивление
170;96;54;удивление
171;96;54;удивление
172;96;54;удивление
173;96;54;удивление
174;96;54;удивление
175;96;54;удивление
176;96;54;удивление
177;96;54;удивление
178;96;54;удивление
179;96;54;удивление
180;96;54;удивление
181;96;54;удивление
182;96;54;удивление
183;96;54;удивление
184;96;54;удивление
